QID,Wikidata_QID,Geni_IDs,Label,Description,Properties
Q16675,,,daughter of Kuga Harumichi (wife of Konoe Masahisa and Kita no Mandokoro),,1
Q16676,,,Zuikoin (wife of Saionji Saneki),,1
Q16677,,,Xing Chun Yuan,,1
Q16678,,,Nai Duo Zhi Ji,,1
Q16679,,,You Qing,,1
Q1668,,,Bapirao,,8
Q16680,,,Jiu Wo Qing Zi,,1
Q16681,Q1185323,,Konoe Sakihisa,Japanese noble (1536-1612),11
Q16682,,,daughter of Konoe Taneie (wife of Ashikaga Yoshiteru),,1
Q16683,,,Daughter of Konoe Taneie (second wife of Asakura Yoshikage),,1
Q16684,,,Tani Jiang Yuan,,1
Q16685,,,Da Yang Yuan,,1
Q16686,,,Dōchō,,1
Q16687,Q536313,,Ashikaga Yoshiharu,12th shōgun of the Ashikaga shogunate of Japan (1521–1546),11
Q16688,Q447066,,Ashikaga Yoshiteru,13th shogun of the Ashikaga shogunate,11
Q1669,,,Bhre Daha (Putri Bhre Wirabumi) Putri Bhre Wirabhumi,,8
Q16690,,,Ōura Mitsunobu,,1
Q16691,,,Da Pu A Jiu,,1
Q16693,,,Daughter of Tokudaiji Saneatsu (wife of Kuga Michimoto),,1
Q16694,Q11384993,,Sano Munetsuna,,8
Q16695,,,Ban Bu Gang Jiang Xue Zhai,,1
Q16696,Q11545505,,Masaki Tokitada,samurai of the Sengoku period,9
Q16697,,,Zheng Mu Shi Tong,,1
Q16698,,,Toyama Naokage (Tanba no Kami),,1
Q1670,,,Rajasaduhita Iswari Dyah,,14
Q16700,Q17210255,,Takeda Takematsu,,8
Q16701,Q17210221,,Takeda Inuchiyo,,8
Q16702,Q6639864,,Matsuo Nobukore,,7
Q16703,Q17210249,,Takeda Souchi,,6
Q16704,Q2172860,,Takeda Nobuzane,Japanese noble,10
Q16705,Q11546095,,Takeda Nobutomo,,8
Q16706,,,Nezugoryōnin,,1
Q16707,Q6639601,,Aburakawa,,9
Q16708,Q106816355,,Uesugi no kata,Takeda Shingen's wife,7
Q16709,,,Sanjō Kinyori,,1
Q1671,,,Singawardhana Dyah Sumana,,7
Q16710,,,Kyōkōin Nyoshunni,,1
Q16711,Q2446917,,Oda Nobutada,eldest son of Oda Nobunaga; samurai who fought in many battles during the Sengoku period,12
Q16712,Q1187442,,Oda Hidenobu,the son of Oda Nobutada and lived during the Azuchi-Momoyama period in the late-16th century,10
Q16713,Q11376443,,Nishina Nobuhisa,,6
Q16714,Q2390843,,Anayama Nobutada,Japanese samurai,10
Q16715,Q6639577,,Anayama Katsuchiyo,,9
Q16716,Q6416834,,Kiso Yoshimasa,samurai,10
Q16717,Q11518599,,Kiso Yoshitoshi,,8
Q16718,Q11406724,,Chiba Tanetomi,,9
Q16719,,,Dong Noju,,1
Q1672,,,Bartan Bordzhigin,,1
Q16720,Q11406784,,Chiba Shigetane,,9
Q16721,,,Qian Xie Jun Yin,,1
Q16722,,,Ōishi Sadashige,,1
Q16723,,,Da Shi Ding Zhong,,1
Q16724,,,Daughter of Oishi Sadahisa (second wife of Ota Sukemasa),,1
Q16725,,,Shan Zhong Lai Ci,,1
Q16726,,,Teng Tian Xin Ji,,1
Q16727,,,Yong Tu Zhong Lian,,1
Q16728,,,Hōjō Ujimune,,1
Q16729,Q11414260,,Kira Yoshiyasu,,11
Q1673,,,Bachharaj,,9
Q16730,,,Ōinomikado Tsuneyori,,1
Q16731,,,Ōinomikado Tsunetaka,,1
Q16732,,,Daughter of Imagawa Naofusa (wife of Okubo Tadataka),,1
Q16733,Q2102247,,Nagao Fusanaga,,9
Q16734,Q909963,,Nagao Tamekage,Japanese feudal lord,11
Q16735,Q11536669,,Keigan'in,,9
Q16736,Q8514762,,Uesugi Sadakatsu,,11
Q16737,Q2511179,,Suwa Yorishige,samurai,10
Q16738,,,Chōkyū,,1
Q16739,Q11359217,,Uesugi Ujinori,,8
Q1674,,,Bhre Wirabhumi,,12
Q16740,,,Hōjō Ujihira,,1
Q16741,Q11405942,,Chiba Katsutane,,10
Q16742,,,Ōta Sukeyori,,1
Q16743,,,Ōta Sukeaki,,1
Q16744,Q11659555,,Nambada Norishige,samurai of the Sengoku period,6
Q16745,Q11644642,,Satomi Sanetaka,daimyo of the Sengoku period,11
Q16746,,,Daughter of Sakuma Moriuji (Wife of Satomi Sanetaka),,1
Q16747,,,Daughter of Nagano Noriyoshi (Legal wife of Satomi Yoshitaka),,1
Q16748,,,Daughter of Toki Tameyori (Second wife of Satomi Yoshitaka),,1
Q16749,Q11644670,,Satomi Yoshishige,son of Satomi Yoshihiro,8
Q1675,,,nagarawardhani,,13
Q16750,Q3473967,,Satomi Tadayoshi,daimyo of the early Edo period,8
Q16751,,,Ōgimachisanjō Sanemochi,,1
Q16752,,,Zheng Qin Ting San Tiao Gong Xiong,,1
Q16753,Q11414253,,Kira Yoshimoto,,9
Q16754,,,Daughter of Goto Heitayu (Wife of Kira Yoshitaka),,1
Q16755,Q11414268,,Kira Yoshisato,,8
Q16756,,,Ji Liang Yi Zhao,,1
Q16757,,,Xiao Li Yuan Chang Gao,,1
Q16758,Q10856551,,Ogasawara Ujioki,,9
Q16759,,,Xiao Li Yuan Qing Guang,,1
Q1676,Q3631722,,Tribhuwana Wijayatunggadewi,Javanese third monarch of Majapahit empire,15
Q16760,,,Xiao Li Yuan Yi Lai,,1
Q16761,Q12594625,,Matsudaira Morichika,head of Takenoya-Matsudaira clan,6
Q16762,Q11239103,,Matsudaira Kiyoyoshi,head of Takenoya-Matsudaira clan,10
Q16763,,,Ti Dian Chang Jiang,,1
Q16764,,,Daughter of Udono Nagamochi (Wife of Matsudaira Ietada),,1
Q16765,Q11675726,,Udono Ujinaga,,8
Q16766,Q11566401,,Sena Ujisada,samurai of the Sengoku period,9
Q16767,,,Jing Yi Zhi Shi,,1
Q16768,Q11161208,,Ii Naomune,Japanese samurai from the Sengoku period,8
Q16769,Q11161358,,Ii Naomitsu,Japanese samurai,8
Q1677,,,"Prabu Kertawardhana, 1320-1350 Cakradhara",,10
Q16770,Q28210156,,Ii Naoyoshi,Japanese samurai ( - 1545),7
Q16771,Q28565708,,Ii Naomoto,samurai,7
Q16772,,,Daughter of Sekiguchi Chikanaga (Wife of Otani Motohide),,1
Q16773,,,Da Gu Ji Xiu,,1
Q16774,,,Daughter of Yoshida Kanetomo (Wife of Nakamikado Nobuhide),,1
Q16775,,,Zhong Yu Men Xuan Gang,,1
Q16776,Q109795657,,Nakanomikado Nobutada,,10
Q16777,,,Si Tiao Long Zhong,,1
Q16778,Q11470821,,Yamashina Tokitsuna,,9
Q16779,Q6639945,,Takeda Nobutsuna,,9
Q1678,,,Pamekas Padjajaran IV,,12
Q16780,Q6378167,,Katsunuma Nobutomo,samurai,7
Q16781,,,Kyūkō Eishin,,1
Q16782,Q11546116,,Takeda Nobuaki,,8
Q16783,,,Nanshōin (Wife of Anayama Nobutomo),,1
Q16784,,,Gui Yu Liao Ren,,1
Q16785,,,Xia Tiao Xin Shi Noqi,,1
Q16786,,,Daughter of Takeda Nobutora (Wife of Nezu Shinpei),,1
Q16787,,,Ju Yu Liao Ren,,1
Q16788,,,Ōi Nobusato,,1
Q16789,Q6640093,,Mochidzuki Nobuyori,,8
Q1679,,,Khabul Bordzhigin,,1
Q16790,Q6639981,,Takeda Nobutoyo,,9
Q16791,,,Eishōin (Wife of Koide Hidemasa),,1
Q16792,,,Shōunin (Wife of Fukushima Masanobu),,1
Q16793,,,Da En Yuan,,1
Q16794,Q171411,6000000008261026303;6000000008261026303,Oda Nobunaga,Japanese samurai and warlord (1534–1582),13
Q16795,,,Mōri Hidemoto,,1
Q16796,,,Chishōin,,1
Q16797,,,San Hao Ji Fang Nomei  (da Dao Qin Chong Noshi ),,1
Q16798,Q5354510,,Toyotomi no Sadako,(1592-1658),11
Q16799,Q11352259,,Ichi no dai,wife of Toyotomi Hidetsugu. daughter of Kikutei Harusue,9
Q1680,,,Mundh,,9
Q16800,Q60452174,,Waka-mandokoro,,9
Q16801,Q11668336,,Komahime,Japanese noblewoman of Azuchi-Momoyama period,9
Q16802,,,Xiao Shang,,1
Q16803,,,Li Chen Xian Qian Dai Wan,,1
Q16804,,,Li Chen Bai Wan,,1
Q16805,,,Li Chen Shi Wan,,1
Q16806,Q11634222,,Toyotomi Tsuchimaru,,8
Q16807,Q27920977,,Rogetsuin,,7
Q16808,Q11263425,,Kiku,human (1595–1615),7
Q16809,,,Long Qing Yuan,,1
Q1681,Q29085,,Hayam Wuruk,,15
Q16810,,,Shan Yuan Jia Li,,1
Q16811,,,Yun Zhao Yuan,,1
Q16812,Q11518030,,Kinoshita Nobutoshi,,8
Q16813,Q1553140,,Kinoshita Katsutoshi,daimyo of the Azuchi-Momoyama period,11
Q16814,,,Mu Xia Li Fang,,1
Q16815,Q11517957,,Kinoshita Toshisada,,8
Q16816,Q1369568,,Kobayakawa Hideaki,fifth son of Kinoshita Iesada and the nephew of Toyotomi Hideyoshi,11
Q16817,Q1067546,,Asano Nagamasa,brother-in-law of Toyotomi Hideyoshi,11
Q16818,Q1143577,,Asano Yoshinaga,daimyo,11
Q16819,,,Qian Ye Chang Zhong,,1
Q1682,,,[55] Indudewi daughter of Wijayarajasa,,7
Q16820,,,Rong Yun Yuan,,1
Q16821,,,Yang Mei Yuan,,1
Q16822,Q1075049,,Azai Hisamasa,daimyo of the Sengoku period,12
Q16823,Q11464139,,Ono-dono,mother of Azai Nagamasa,8
Q16824,,,Shōankenkyūni,,1
Q16825,Q11556941,,Azai Masamoto,samurai of the Sengoku period,8
Q16826,Q11556940,,Azai Masayuki,samurai of the Sengoku period,7
Q16827,,,Daimonjiya Shinjūrō,,1
Q16828,,,Ping Jing Ding Wu Noniang  (qian Jing Chang Zheng Nozheng Shi ),,1
Q16829,Q1153962,,Oda Nobuhide,a warlord and magistrate of lower Owari Province during the Sengoku period of Japan,12
Q1683,,,Gayatri Rajapatni,,10
Q16830,Q4207778,,Dota Gozen,"mother of Oda Nobunaga, a major feudal warlord in the Sengoku period of Japan",11
Q16831,Q10470303,,Oinu no Kata,sister of Oda Nobunaga,11
Q16832,Q1188472,,Oda Nobuhiro,daimyo,9
Q16833,Q1186776,,Oda Nobuyuki,"the son of Oda Nobuhide and younger brother of Oda Nobunaga, who lived during the Sengoku period of Japan",10
Q16834,Q837903,,Oda Nagamasu,Japanese daimyo who lived from the late Sengoku period through the early Edo period,10
Q16835,Q851010,,Oda Shinji,"Japanese samurai of the Sengoku period, who served the Oda clan",8
Q16836,Q4215814,,Oda Nobutoki,"the sixth son of Oda Nobuhide, a feudal warlord in Owari Province, Japan, during the Sengoku period",10
Q16837,Q11608319,,Oda Nobuteru,younger brother of Oda Nobunaga,9
Q16838,Q11608328,,Oda Nobuoki,younger brother of Oda Nobunaga,8
Q16839,Q11608407,,Oda Hidenari,samurai of the Sengoku period; younger brother of Oda Nobunaga,8
Q1684,Q49334,,Raden Wijaya,,14
Q16840,Q4208111,,Oda Hidetaka,Japanese noble,9
Q16841,Q6544035,,Oda Nagatoshi,samurai of the Sengoku period; the youngest brother of Oda Nobunaga,8
Q16842,Q707587,,Shibata Katsuie,Japanese nobleman and warrior,11
Q16843,Q11556908,,Azai sisters,daughters of daimyo Azai Nagamasa and his wife Oichi,5
Q16844,Q4761701,,Saji Kazunari,Japanese samurai,11
Q16845,,,Kyōgoku Takakiyo,,1
Q16846,,,Kyōgoku Takanobu,,1
Q16847,,,Kyōgoku Tadataka,,1
Q16848,,,An Mao Gao Zheng,,1
Q16849,,,Jin Tian Xin Cheng Noniang  (jing Ji Gao Zhi Nozheng Shi ),,1
Q1685,,,Adwayawarman \ Adwaya Brahman (Rakyan Maha menteri Singosari) Adwaya Brahman (Rakyan Maha menteri Singosari),,6
Q16850,,,Mao Li Xiu Lai Noniang  (jing Ji Gao Zhi Noji Shi ),,1
Q16851,,,Sojiin (wife of Kyogoku Takatomo),,1
Q16852,,,Takehara clan (Wife of Kyogoku Takatomo),,1
Q16853,,,Kyōgoku Takahiro,,1
Q16855,,,Jing Ji Chang Zi,,1
Q16856,Q11495749,,Narita Nagayasu,,9
Q16857,,,Daughter of Narita Ujinaga (wife of Koyama Hidetsuna),,1
Q16858,Q2625556,,Date Terumune,Daimyo of the Date clan of Mutsu Province,12
Q16859,Q11609951,,Yoshi-hime,Mother of Date Masamune,10
Q1686,,,Puti Reno Marak \ Dara Jingga [EM] Dara Jingga [EM] ?.,,7
Q16860,Q10856428,,Date Masamichi,,9
Q16861,Q5361697,,Mego-hime,"wife of Date Masamune, Japanese daimyo",11
Q16862,Q11666140,,Iisaka no Tsubone,Date Masamune's concubine,7
Q16863,,,Shinzō no kata,,1
Q16864,Q11504397,,Yu Shanfang,,7
Q16865,,,Shōgonin,,1
Q16866,Q11400216,,Katsume,,6
Q16867,Q11446838,,Murakami Tae,concubine of Date Masamune,7
Q16868,,,Shōkōin,,1
Q16869,Q8190896,,Date Hidemune,daimyo,10
Q1687,,,Prabu Munding Wangi Padjajaran III,,12
Q16870,Q11380731,,Date Muneyasu,,7
Q16871,,,Date Sōshin,,1
Q16872,Q11380752,,Date Munetaka,son of Date Masamune,7
Q16873,Q11570261,,Muu-hime,daughter of Date Masamune,8
Q16874,Q11380713,,Date Munezane,,7
Q16875,Q11471909,,Mine-hime,daughter of Date Masamune,7
Q16876,Q8514136,,Date Munekatsu,daimyō,8
Q16877,Q11405852,,Sengiku-hime,daughter of Date Masamune,10
Q16878,Q115852,,Date Tadamune,Daimyo of Sendai (1600-1658),11
Q16879,Q10885143,,Date Munetsuna,Date Masamune's 5th son,8
Q1688,,,Tumbine-Kaan Bordzhigin,,1
Q16880,Q10885142,,Date Munekiyo,,7
Q16881,Q97031481,,Date Takematsumaru,,5
Q16882,Q109328386,,Keigetsuin,,6
Q16883,Q5363387,,Oniniwa Yoshinao,Japanese samurai,8
Q16884,,,Rong Song Yuan,,1
Q16885,Q70544691,,Watari Munehiro,,8
Q16886,,,Shan Ming Li Ding,,1
Q16887,,,Daughter of Hosokawa Takakuni (wife of Yamana Toyosada),,1
Q16888,,,Shan Ming Li Zheng,,1
Q16889,,,Daughter of Yamana Toyokuni (wife of Toki Yorikatsu),,1
Q1689,,,Deoraj,,9
Q16890,,,Shan Ming Li Yi,,1
Q16892,Q11654929,,Nagayowai-in,,7
Q16893,Q10898943,,Maeda Toshihisa,,8
Q16894,Q11397525,,Maeda Yasukatsu,,8
Q16895,Q11383495,,Sawaki Yoshiyuki,,8
Q16896,Q11397696,,Maeda Hidetsugu,samurai of the Sengoku period,9
Q16897,Q11458352,,Jufukuin,,9
Q16898,,,Qian Tian Xiao Ji,,1
Q16899,Q11449184,,Ukita Hidetaka,,8
Q1690,,,Dyah Wiyat Rajadewi Maharajasa,,7
Q16900,Q11449183,,Ukita Hidetsugu,,8
Q16901,,,Nagaoka Kyūmu,,1
Q16902,Q11523022,,Murai Nagatsugu,,8
Q16903,,,Xi Chuan De,,1
Q16904,,,Xi Chuan Fu,,1
Q16905,Q6729103,,Maeda Nagatane,Japanese samurai,10
Q16906,Q11397671,,Naotomo Maeda,(1586-1630),11
Q16907,Q10513641,,Seki-hime,daughter of Gamō Ujisato. wife of Maeda Toshimasa,9
Q16909,,,Chang Li,,1
Q1691,Q47279,,Sri Maharajadiraja Sri Kertanegara Wikrama Dharmatunggadewa,,11
Q16910,,,Lady Gojo (concubine of Maeda Toshitsune),,1
Q16911,,,Jing Ji Fang,,1
Q16912,Q11397439,,Maeda Toshitsugu,Japanese daimyo of the early Edo period (1617-1674),10
Q16913,Q6729106,,Maeda Mitsutaka,Japanese daimyo of the Edo period,11
Q16914,Q11371041,,Kametsuru-hime,"daughter of Maeda Toshitsune, daimyo of Kaga. wife of Mori Tadahiro.",9
Q16915,Q11397442,,Toshiharu Maeda,,10
Q16916,Q11612770,,Jishoin,(1620-1700),9
Q16917,Q17230021,,Tomi-hime,daughter of Maeda Toshitsune (1621-1662),10
Q16918,Q11397436,,Maeda Toshiaki,,10
Q16919,,,Qian Tian Chun Ji,,1
Q1692,,,Rakyan Jaya Dharma,,12
Q16920,Q11397432,,Maeda Toshimoto,,8
Q16921,Q11397519,,Maeda Takanori,,8
Q16922,Q11397527,,Maeda Yoritaka,,8
Q16923,,,Kanshūji Haruhide,,1
Q16924,,,Su Wu Yuan Zi,,1
Q16925,,,Daughter of Mori Hideyori (wife of Manri no Koji Mitsufusa),,1
Q16926,Q17217673,,Genko-in,,9
Q16927,,,Madenokōji Takafusa,,1
Q16928,Q11608336,,Oda Nobushige,daimyo; son of Oda Nobukane,8
Q16929,Q11608265,,Oda Nobunori,,8
Q1693,,,Sri Hismatupa Kumala Ranggawuni Singsari,,7
Q16930,Q11608288,,Oda Nobumasa,,8
Q16931,,,daughter of Oda Nobukage (wife of Matsudaira Tadaaki),,1
Q16932,Q11449186,,Ukita Okiie,,7
Q16933,Q11449180,,Ukita Tadaie,,9
Q16934,Q11449181,,Ukita Haruie,,5
Q16935,Q1049766,,Kikkawa Hiroie,daimyo,10
Q16936,,,Yu Xi Duo Xiu Gui,,1
Q16937,,,Yu Xi Duo Zhen Ji,,1
Q16938,,,Yu Xi Duo Fu Li Ji,,1
Q16939,,,Yu Xi Duo Onagunofang,,1
Q1694,,,Srimat Tribhuwanaraja Mauliawarmadewa (Raja Dharmasraya Kerajaan Jambi) Trailokyaraja,,8
Q16940,,,Gamō Sadahide,,1
Q16941,,,Gamō Ujisato,,1
Q16942,,,Pu Sheng Zhong Xiang,,1
Q16943,,,daughter of Gamō Masahide (wife of Fuse Chubei and later wife of Seki Kazumasa),,1
Q16944,,,daughter of Gamō Masahide (wife of Tamaru Naomasa),,1
Q16945,,,daughter of Gamō Masahide (wife of Ogura Yukiharu),,1
Q16946,Q5892750,,Honda Tadatoki,daimyo (1596-1626),11
Q16947,Q10517461,,Enseiin,,11
Q16948,Q114861378,,Yukichiyo,,9
Q16949,Q11239118,,Matsudaira Nobutada,[松平信忠] 6th head of Matsudaira clan in the Sengoku period,10
Q1695,,,Prabu Munding Sari Padjajaran II,,7
Q16950,Q11530413,,Matsudaira Yasutaka,samurai of the Sengoku period,7
Q16951,Q11239121,,Matsudaira Nobutaka,samurai of the Sengoku period,8
Q16952,,,Jun Ji Ni,,1
Q16953,,,Dui Jing Ji,,1
Q16955,,,Cheng Yu,,1
Q16956,Q11530469,,Matsudaira Masayasu,[松平昌安] samurai of the Sengoku period,8
Q16957,Q10862103,,Toda Yasumitsu,,8
Q16958,,,Song Ping Cheng Zheng,,1
Q16959,Q11104450,,Matsudaira Yasutada,,9
Q1696,,,†Lanthanosuchidae,,8
Q16960,,,Song Ping Chang Qing,,1
Q16961,,,Dao Tian Jing Xin,,1
Q16962,,,daughter of Naitō Yoshikiyo (Wife of Shimada Kagenobu),,1
Q16963,,,Naitō Nobumasa,,1
Q16964,,,Shui Ye Xian Sheng,,1
Q16965,,,Shui Ye Qing Zhong,,1
Q16966,,,Daughter of Matsudaira Masayasu (wife of Mizuno Tadamasa),,1
Q16967,Q22129298,,Mizuno Nobuchika,,10
Q16968,,,Yu Zhang Nofang,,1
Q16969,,,Miao Chun Ni,,1
Q1697,,,Baisonkur Bordzhigin,,1
Q16970,Q38278562,,Mizuno Tadakatsu,,5
Q16971,,,Shui Ye Jin Xin,,1
Q16972,,,Miao Shun Ni,,1
Q16973,,,Shōjō-in,,1
Q16974,Q8190277,,Mizuno Katsushige,daimyo,12
Q16975,Q10565554,,Mizuno Tadatane,,10
Q16976,Q10565545,,Mizuno Tadakiyo,,10
Q16977,,,Shui Ye Shou Zhong,,1
Q16978,Q10565614,,Mizuno Tadamoto,"daimyo, lord of Shousa-Yamakawa",8
Q16979,,,Shui Ye Wei Ze,,1
Q1698,,,Bijairaj I,,9
Q16980,,,Shui Ye Shou Zhong,,1
Q16981,,,Daughter of Matsudaira Nobutada (wife of Mizuno Nobumoto),,1
Q16982,,,Nakane clan (mistress of Oda Nobuhide later concubine of Mizuno Nobumoto),,1
Q16983,Q11369427,,Hisamatsu Nobutoshi,,7
Q16984,,,Daughter of Hisamatsu Toshikatsu (wife of Isshiki Akikatsu),,1
Q16985,,,Song Ji,,1
Q16986,Q10862141,,Matsudaira Yasunaga,daimyo of the Azuchi-Momoyama period to the early Edo period,10
Q16987,Q6832254,,Matsudaira Nagakane,,8
Q16988,,,Song Ping Feng,,1
Q16989,Q5369127,,Matsudaira Iekiyo,Japanese samurai,10
Q1699,,,Wisnuwardana,,11
Q16990,Q11069434,,Matsudaira Ietsugu,,9
Q16991,Q2040645,,Hoshina Masatoshi,samurai,8
Q16992,,,Guang Shou Yuan  (bao Ke Zheng Zhi Noce Shi ),,1
Q16993,Q2478488,,Hoshina Masamitsu,Japanese daimyo of the Edo period,11
Q16994,Q108489649,,Seigen’in,,7
Q16995,,,Bao Ke Zheng Zhi Noniang  (jia Teng Ming Cheng Nozheng Shi ),,1
Q16996,,,Bao Ke Zheng Zhong,,1
Q16997,,,daughter of Hoshina Masanao (wife of Kohinata Gentazaemon),,1
Q16998,Q11069832,,Matsudaira Tadakuni,[松平忠国] daimyo of the early Edo period; loed of Sasayama and Akashi,9
Q16999,,,daughter of Oda Nagamasu (wife of Matsudaira Tadayori),,1
Q1700,,,Dewi Suprabha Wijayatunggadewi \ Puteri Swarnabumi Sriwijaya Puteri Swarnabumi Sriwijaya,,6
Q17000,Q11069566,,Matsudaira Tadashige,[松平忠重] daimyo of the early Edo period,9
Q17001,Q10729341,,Matsudaira Tadakatsu,[松平忠勝] samurai of the middle Edo period; vassal of Kishu domain,9
Q17002,,,Matsudaira Tadahisa (Sakurai Matsudaira family),,1
Q17003,Q2113607,,Hoshina Masakage,daimyo,10
Q17004,Q950496,,Kuroda Nagamasa,daimyo during the late Azuchi-Momoyama and Early Edo Period; 1st lord of Fukuoka,12
Q17005,Q11678600,,Tadayuki Kuroda,,10
Q17006,Q11678708,,Kuroda Nagaoki,,10
Q17007,Q11678722,,Kuroda Takamasa,,9
Q17008,,,Hei Tian De,,1
Q17009,Q111197312,,Kuroda Kame,,10
Q1701,,,Prabu Darmasiksa Raja Sunda-Galuh,,8
Q17010,Q11459092,,Koide Yoshihide,,9
Q17011,Q11459094,,Koide Yoshishige,,9
Q17012,,,daughter of Sugihara Nagafusa (wife of Hojo Ujishige),,1
Q17013,,,daughter of Matsudaira Chikayoshi (wife of Sakai Tadakatsu),,1
Q17014,,,Daughter of Sakai Ietsugu (wife of Matsudaira Tadayoshi),,1
Q17015,Q10729353,,Matsudaira Yasunao,(1623-1696),8
Q17016,Q22127677,,Matsudaira Tadatoshi,,6
Q17017,Q10729348,,Baikeiin,,7
Q17018,Q10729345,,Matsudaira Norinaga,,7
Q17019,Q11473887,,Nagamori Okabe,,12
Q1702,,,"Raja Suran Raja Tersi Perderas,Maharaja Malayu I - Trailokyaraja (1183-1286",,10
Q17020,Q11619291,,Suganuma Sadayori,,8
Q17021,Q11575548,,Tanaka Tadamasa,,8
Q17022,Q10729505,,Matsudaira Narishige,,10
Q17023,,,Ōsuga Tadamasa,,1
Q17024,Q8515273,,Suganuma Sadayoshi,,10
Q17025,Q8515268,,Sakakibara Tadatsugu,Daimyo in Edo era.,12
Q17026,Q11365235,,Nakamura Kazutada,,9
Q17027,Q11445788,,Okudaira Sadatomo,,9
Q17028,Q4432157,,Hattori Masanari,"samurai; first son of Hattori Hanzō, famous ninja master",10
Q17029,,,Chojuin (wife of Matsudaira Sadayuki),,1
Q1703,,,Banjaransari,,11
Q17030,Q11530401,,Matsudaira Sadayori,daimyo of Iyo-Matsuyama,11
Q17031,,,Song Ping Oman,,1
Q17032,,,Song Ping Ju Ji,,1
Q17033,,,Zhi Xiang Yuan,,1
Q17034,Q10729423,,Matsudaira Sadatsugu,,8
Q17036,,,Tsuruhime Matsudaira (daughter of Matsudaira Sadatsuna),,1
Q17037,Q6584319,,Tadayoshi Yamanouchi,,10
Q17038,Q11364745,,Nakagawa Hisamori,,8
Q17039,,,Chang Rong Yuan,,1
Q1704,,,Kaidu-Khan Bordzhigin,,1
Q17040,Q11644170,,Sakai Tadayuki,1599 - 14 Dec 1636,8
Q17041,,,Song Ping Ding Cheng,,1
Q17042,Q10565473,,Abe Shigetsugu,,10
Q17043,Q10565406,,Abe Sadataka,,10
Q17044,Q11551882,,Ikeda Tsunemoto,,10
Q17045,,,Qiu Shan Xin Teng,,1
Q17046,,,Qiu Shan Chang Xiu,,1
Q17048,Q11356501,,Miura Tametoki,,9
Q17049,,,Saigō Masakatsu,,1
Q1705,,,Rao Tano,,9
Q17050,,,Xi Xiang Yuan Zheng,,1
Q17051,,,Shan Tian Sheng Zhong,,1
Q17052,Q11615115,,Hanai Yoshinari,,8
Q17053,,,Tōyama Masakage,,1
Q17054,,,Yuan Shan Zhi Sheng,,1
Q17055,Q11551120,,Edo Michimasa,,9
Q17056,,,Daughter of Oyama Takatomo (wife of Edo Shigemichi),,1
Q17057,,,Ōkōchi Hidetsuna,,1
Q17058,,,Ōkōchi Hisatsuna,,1
Q17059,,,Daughter of Yamaguchi Hirosada (wife of Matsudaira Masatsuna),,1
Q1706,,,Anusapati,,13
Q17060,Q11530374,,Matsudaira Toshitsuna,,8
Q17061,Q11530477,,Matsudaira Masanobu,(1621-1693),10
Q17062,Q11530487,,Matsudaira Masatomo,"[松平正朝] hatamoto, Ōkochi-Matsudaira clan",8
Q17063,,,Song Ping Zheng Gang Noniang  (ku Zhi Hui Nozheng Shi ),,1
Q17064,,,Song Ping Zheng Gang Noniang  (ben Duo Li Chang Nozheng Shi ),,1
Q17065,,,Shi Guang Yuan  (song Ping Zhong Zheng Nozheng Shi ),,1
Q17066,,,Song Ping Zheng Gang Noniang  (gou Kou Zhong Xiong Nozheng Shi ),,1
Q17067,,,Fa Xiu Yuan  (san Zhai Kang Sheng Nozheng Shi ),,1
Q17068,,,Song Ping Zheng Gang Noniang  (dao Xie Zheng Neng Noqi ),,1
Q17069,,,Song Ping Zheng Gang Noniang  (sakaki Yuan Zhao Qing Noqi ),,1
Q1707,,,Raja Sulan Indrawarman -Dharmasraya,,9
Q17070,,,Song Ping Zheng Gang Noniang  (shen Bao Mao Ming Nozheng Shi ),,1
Q17071,Q11599414,,Takenokoshi Masaharu,,9
Q17072,Q11445786,,Okudaira Sadakatsu,,10
Q17073,,,Chang Gu Chuan Teng Guang,,1
Q17074,,,San Jing Ji Zheng Noniang  (bei Tiao Shi Zhi Nomu ),,1
Q17075,,,Ōkubo Nagayasu,,1
Q17076,,,Jian Gong Xin Gao,,1
Q17077,Q11661886,,Aoki Shigenori,,7
Q17078,Q11661639,,Aoki Toshinori,,9
Q17079,Q845447,,Honda Masanobu,Military commander and daimyo in the service of Tokugawa Ieyasu,11
Q1708,,,[50] Ratna Wisesa daughter of Rakryan Jayagiri,,7
Q17080,,,Jiu Jing Zhong Zhong Noniang  (ben Duo Zheng Chun Nozheng Shi ),,1
Q17081,Q10520860,,Honda Masakatsu,[本多正勝] Samurai in the early Edo period; son of Honda Masazumi,9
Q17082,,,Song Ping Zhong Qin,,1
Q17083,,,daughter of Matsudaira Chikanaga (wife of Matsudaira Shigeyoshi),,1
Q17084,Q11530618,,Matsudaira Shigekatsu,daimyo,10
Q17085,,,Song Ping Zhong Ji Noniang  (shi Chuan Kang Zheng Noqi Nochisong Ping Kang Qin Noji Shi ),,1
Q17086,,,Song Ping Zhong Mao,,1
Q17087,Q4327464,,Kitsuno,concubine of Japanese daimyo Oda Nobunaga,10
Q17088,Q17216550,,Tsuru-hime,wife of Nakagawa Hidemasa. daufhter of Oda Nobunaga,8
Q17089,Q10470236,,Fuyu-hime,daughter of Oda Nobunaga and Nohime. wife of Gamo Ujisato,11
Q1709,,,Dharma Kusuma Darmawisaya,,8
